model,hf,family,lab,org,country,date,date_src,open_weights,arch,moe,N_total,N_active,N,N_src,N_rep,N_gap,N_emb,tied,N_nonemb,D,D_src,D_card_verified,D_obs,epoch_model,epoch_D,epoch_DC,D_vs_epoch,confidence,M,C6,code,distilled,synthetic,continued,mm,base_released,dl30,dl_all,dl30_instruct,dlall_instruct,n_instruct_found,dl30_total,dlall_total,likes,hf_found,in_A,sample,note
SmolLM-135M,HuggingFaceTB/SmolLM-135M,SmolLM,Hugging Face,,,2024-07-14 21:45:18,HF upload date,True,dense,False,134515008.0,134515008.0,134515008.0,HF safetensors (float tensors),135000000.0,-0.0035925333333333143,28311552.0,True,106203456.0,600000000000.0,ObsScaling,,600000000000.0,,,,,,4460.468827389134,4.842540288e+20,False,False,True,False,False,True,171853.0,5452736.0,31216.0,2144445.0,1,203069.0,7597181.0,272.0,True,False,B,
SmolLM-360M,HuggingFaceTB/SmolLM-360M,SmolLM,Hugging Face,,,2024-07-14 21:48:37,HF upload date,True,dense,False,361821120.0,361821120.0,361821120.0,HF safetensors (float tensors),360000000.0,0.005058666666666767,47185920.0,True,314635200.0,600000000000.0,ObsScaling,,600000000000.0,,,,,,1658.2779910691781,1.302556032e+21,False,False,True,False,False,True,11502.0,976032.0,10577.0,537832.0,1,22079.0,1513864.0,73.0,True,False,B,
SmolLM-1.7B,HuggingFaceTB/SmolLM-1.7B,SmolLM,Hugging Face,,,2024-07-16 00:00:00,Epoch publication date,True,dense,False,1711376384.0,1711376384.0,1711376384.0,HF safetensors (float tensors),1700000000.0,0.006691990588235219,100663296.0,True,1610713088.0,1000000000000.0,ObsScaling,,1000000000000.0,SmolLM-1.7B,,1003091244401.9485,,Confident,584.3249967389991,1.0268258304e+22,False,False,True,False,False,True,68085.0,1181342.0,11514.0,368398.0,1,79599.0,1549740.0,184.0,True,True,B,
Cerebras-GPT-111M,cerebras/Cerebras-GPT-111M,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,111000000.0,111000000.0,111000000.0,reported,111000000.0,,,,,2220000000.0,ObsScaling,,2220000000.0,,,,,,20.0,1.47852e+18,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
Cerebras-GPT-256M,cerebras/Cerebras-GPT-256M,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,256000000.0,256000000.0,256000000.0,reported,256000000.0,,,,,5120000000.0,ObsScaling,,5120000000.0,,,,,,20.0,7.86432e+18,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
Cerebras-GPT-590M,cerebras/Cerebras-GPT-590M,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,590000000.0,590000000.0,590000000.0,reported,590000000.0,,,,,11800000000.0,ObsScaling,,11800000000.0,,,,,,20.0,4.1772e+19,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
Cerebras-GPT-1.3B,cerebras/Cerebras-GPT-1.3B,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,1300000000.0,1300000000.0,1300000000.0,reported,1300000000.0,,,,,26000000000.0,ObsScaling,,26000000000.0,,,,,,20.0,2.028e+20,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
Cerebras-GPT-2.7B,cerebras/Cerebras-GPT-2.7B,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,2700000000.0,2700000000.0,2700000000.0,reported,2700000000.0,,,,,54000000000.0,ObsScaling,,54000000000.0,,,,,,20.0,8.748e+20,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
Cerebras-GPT-6.7B,cerebras/Cerebras-GPT-6.7B,Cerebras-GPT,Cerebras,,,2023-03-28 00:00:00,release date (paper/Epoch sibling),True,dense,False,6700000000.0,6700000000.0,6700000000.0,reported,6700000000.0,,,,,134000000000.00002,ObsScaling,,134000000000.00002,,,,,,20.000000000000004,5.3868e+21,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,False,B,
btlm-3b-8k-base,cerebras/btlm-3b-8k-base,BTLM,Cerebras,Cerebras Systems,United States of America,2023-09-20 00:00:00,Epoch publication date,True,dense,False,3000000000.0,3000000000.0,3000000000.0,reported,3000000000.0,,,,,627000000000.0,ObsScaling; fix: ObsScaling lists 627T; BTLM trained on 627B tokens (Epoch 6.27e11),,627000000000000.0,BTLM-3B,627000000000.0,544444444444.44446,0.0,Confident,209.0,1.1286e+22,False,False,False,False,False,True,,,0.0,0.0,0,0.0,0.0,,,True,B,
h2o-danube-1.8b-base,h2oai/h2o-danube-1.8b-base,H2O-Danube1,H2O.ai,,,2024-01-23 11:25:25,HF upload date,True,dense,False,1831201280.0,1831201280.0,1831201280.0,HF safetensors (float tensors),1800000000.0,0.01733404444444453,163840000.0,False,1667361280.0,1000000000000.0,ObsScaling,,1000000000000.0,,,,,,546.0896139172642,1.098720768e+22,False,False,False,False,False,True,204.0,50331.0,564.0,69505.0,1,768.0,119836.0,43.0,True,False,B,
h2o-danube2-1.8b-base,h2oai/h2o-danube2-1.8b-base,H2O-Danube2,H2O.ai,,,2024-04-05 12:20:26,HF upload date,True,dense,False,1831201280.0,1831201280.0,1831201280.0,HF safetensors (float tensors),1800000000.0,0.01733404444444453,163840000.0,False,1667361280.0,3000000000000.0,ObsScaling,,3000000000000.0,,,,,,1638.2688417517925,3.296162304e+22,False,False,False,False,False,True,2368.0,35528.0,1210.0,88641.0,1,3578.0,124169.0,47.0,True,False,B,
h2o-danube3-500m-base,h2oai/h2o-danube3-500m-base,H2O-Danube3,H2O.ai,,,2024-07-04 13:16:04,HF upload date,True,dense,False,513590784.0,513590784.0,513590784.0,HF safetensors (float tensors),500000000.0,0.027181568000000045,98304000.0,False,415286784.0,4000000000000.0,ObsScaling,,4000000000000.0,,,,,,7788.301746473706,1.2326178816e+22,False,False,False,False,False,True,3540.0,39386.0,74175.0,507517.0,1,77715.0,546903.0,35.0,True,False,B,
h2o-danube3-4b-base,h2oai/h2o-danube3-4b-base,H2O-Danube3,H2O.ai,,,2024-07-04 13:24:14,HF upload date,True,dense,False,3961839360.0,3961839360.0,3961839360.0,HF safetensors (float tensors),4000000000.0,-0.00954016000000002,245760000.0,False,3716079360.0,6000000000000.0,ObsScaling,,6000000000000.0,,,,,,1514.4480769659474,1.4262621696e+23,False,False,False,False,False,True,1463.0,57942.0,866.0,249145.0,1,2329.0,307087.0,23.0,True,False,B,
OLMo-1B-hf,allenai/OLMo-1B-hf,OLMo-1,AI2,"Allen Institute for AI,University of Washington","United States of America,United States of America",2024-02-01 00:00:00,Epoch publication date,True,dense,False,1176764416.0,1176764416.0,1176764416.0,HF safetensors (float tensors),1000000000.0,0.17676441599999992,103022592.0,True,1073741824.0,3000000000000.0,ObsScaling,,3000000000000.0,OLMo-1B,2000000000000.0,1699575524894.1858,0.17609125905568124,Confident,2549.3632873412785,2.1181759488e+22,False,False,False,False,False,True,66727.0,927637.0,0.0,0.0,0,66727.0,927637.0,29.0,True,True,B,
OLMo-7B-hf,allenai/OLMo-7B-hf,OLMo-1,AI2,"Allen Institute for AI,University of Washington","United States of America,United States of America",2024-02-01 00:00:00,Epoch publication date,True,dense,False,6888095744.0,6888095744.0,6888095744.0,HF safetensors (float tensors),7000000000.0,-0.015986322285714283,412090368.0,False,6476005376.0,2500000000000.0,ObsScaling,,2500000000000.0,OLMo-7B,2460000000000.0,2499965250192.666,0.0070049015686585205,Confident,362.94501309417336,1.0332143616e+23,False,False,False,False,False,True,13545.0,444563.0,714.0,62584.0,1,14259.0,507147.0,17.0,True,True,B,
OLMo-7B-0424-hf,allenai/OLMo-7B-0424-hf,OLMo-1.7,AI2,Allen Institute for AI,United States of America,2024-04-17 00:00:00,Epoch publication date,True,dense,False,6888095744.0,6888095744.0,6888095744.0,HF safetensors (float tensors),7000000000.0,-0.015986322285714283,412090368.0,False,6476005376.0,2049999999999.9998,ObsScaling,,2049999999999.9998,OLMo 1.7-7B,2000000000000.0,,0.010723865391773066,,297.61491073722215,8.472357765119998e+22,False,False,False,False,False,True,1213.0,137795.0,269.0,2054.0,1,1482.0,139849.0,14.0,True,True,B,
TinyLlama_v1.1,TinyLlama/TinyLlama_v1.1,TinyLlama,TinyLlama,,,2024-03-09 09:39:41,HF upload date,True,dense,False,1100000000.0,1100000000.0,1100000000.0,reported,1100000000.0,,131072000.0,False,968928000.0,2000000000000.0,ObsScaling; fix: ObsScaling 3T is TinyLlama v1.0; the v1.1 card states 2T (1.5T + 0.5T stages),,3000000000000.0,,,,,,1818.1818181818182,1.32e+22,False,False,False,False,False,True,50016.0,1695458.0,0.0,0.0,0,50016.0,1695458.0,118.0,True,False,B,
pythia-70m,EleutherAI/pythia-70m,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,70426672.0,70426672.0,70426672.0,HF safetensors (float tensors),70000000.0,0.006095314285714304,51511296.0,False,18915376.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-70m,299892736000.0,298182484047.6157,0.0,Confident,4258.22671274315,1.2672268412072755e+20,False,False,False,False,False,True,562412.0,7175418.0,0.0,0.0,0,562412.0,7175418.0,86.0,True,True,B,
pythia-160m,EleutherAI/pythia-160m,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,162323040.0,162323040.0,162323040.0,HF safetensors (float tensors),160000000.0,0.014518999999999949,77266944.0,False,85056096.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-160m,299892736000.0,295603959447.1617,0.0,Confident,1847.505665246289,2.9207700348862464e+20,False,False,False,False,False,True,3413480.0,26610943.0,0.0,0.0,0,3413480.0,26610943.0,45.0,True,True,B,
pythia-410m,EleutherAI/pythia-410m,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,405334208.0,405334208.0,405334208.0,HF safetensors (float tensors),410000000.0,-0.011379980487804864,103022592.0,False,302311616.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-410m,299892736000.0,303329937551.5986,0.0,Confident,739.8653508168745,7.293407077890785e+20,False,False,False,False,False,True,239142.0,3325716.0,0.0,0.0,0,239142.0,3325716.0,40.0,True,True,B,
pythia-1b,EleutherAI/pythia-1b,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,1011782144.0,1011782144.0,1011782144.0,HF safetensors (float tensors),1000000000.0,0.011782144000000105,206045184.0,False,805736960.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-1b,299892736000.0,296341791670.81647,0.0,Confident,296.4005025967329,1.820556692400636e+21,False,False,False,False,False,True,109410.0,1970626.0,0.0,0.0,0,109410.0,1970626.0,48.0,True,True,B,
pythia-1.4b,EleutherAI/pythia-1.4b,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,1414648192.0,1414648192.0,1414648192.0,HF safetensors (float tensors),1400000000.0,0.010462994285714178,206045184.0,False,1208603008.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-1.4b,299892736000.0,296775788996.555,0.0,Confident,211.99103614306955,2.545456300658e+21,False,False,False,False,False,True,118116.0,2967505.0,0.0,0.0,0,118116.0,2967505.0,27.0,True,True,B,
pythia-2.8b,EleutherAI/pythia-2.8b,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,2775209280.0,2775209280.0,2775209280.0,HF safetensors (float tensors),2800000000.0,-0.00885382857142858,257556480.0,False,2517652800.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-2.8b,299892736000.0,302559764670.01196,0.0,Confident,108.06130483968401,4.99359062371074e+21,False,False,False,False,False,True,39879.0,2348588.0,0.0,0.0,0,39879.0,2348588.0,35.0,True,True,B,
pythia-6.9b,EleutherAI/pythia-6.9b,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,6857302528.0,6857302528.0,6857302528.0,HF safetensors (float tensors),6900000000.0,-0.0061880394202898925,413138944.0,False,6444163584.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-6.9b,299892736000.0,301867970903.69916,0.0,Confident,43.73333898795722,1.233873130020982e+22,False,False,False,False,False,True,747935.0,3767201.0,0.0,0.0,0,747935.0,3767201.0,66.0,True,True,B,
pythia-12b,EleutherAI/pythia-12b,Pythia,EleutherAI,"EleutherAI,Booz Allen Hamilton, McLean,University of Cambridge,Indraprastha Institute of Information Technology
Delhi,Stability AI,datasaur.ai,University of Amsterdam","United States of America,United States of America,United Kingdom,India,United Kingdom,United States of America,Netherlands",2023-04-03 00:00:00,Epoch publication date,True,dense,False,11846072896.0,11846072896.0,11846072896.0,HF safetensors (float tensors),12000000000.0,-0.012827258666666674,519045120.0,False,11327027776.0,299892736000.0,"Biderman et al. (2023): 299,892,736,000 tokens (Sloth 0.25-0.3T; ObsScaling 0.3T)",,300000000000.0,Pythia-12b,299892736000.0,303757486968.4054,0.0,Confident,25.315793565753186,2.13153072698213e+22,False,False,False,False,False,True,18334.0,1732709.0,0.0,0.0,0,18334.0,1732709.0,145.0,True,True,B,
Llama-3.2-1B,meta-llama/Llama-3.2-1B,Llama-3.2,Meta,Meta AI,United States of America,2024-09-24 00:00:00,Epoch publication date,True,dense,False,1235814400.0,1235814400.0,1235814400.0,HF safetensors (float tensors),,,262668288.0,True,973146112.0,9000000000000.0,card: up to 9T tokens,True,,Llama 3.2 1B,9000000000000.0,8957655777437.13,0.0,Confident,7282.646973526122,6.67339776e+22,False,True,False,False,False,True,840015.0,59296119.0,7388679.0,104724506.0,1,8228694.0,164020625.0,2625.0,True,True,B,pruned from Llama 3.1 8B and trained with 3.1 8B/70B logits (card)
Llama-3.2-3B,meta-llama/Llama-3.2-3B,Llama-3.2,Meta,Meta AI,United States of America,2024-09-24 00:00:00,Epoch publication date,True,dense,False,3212749824.0,3212749824.0,3212749824.0,HF safetensors (float tensors),,,394002432.0,True,2818747392.0,9000000000000.0,card: up to 9T tokens,True,,Llama 3.2 3B,9000000000000.0,8992296811966.146,0.0,Confident,2801.3385707059647,1.73488490496e+23,False,True,False,False,False,True,366516.0,14808377.0,1915585.0,49247651.0,1,2282101.0,64056028.0,965.0,True,True,B,pruned from Llama 3.1 8B and trained with 3.1 8B/70B logits (card)
Llama-4-Scout-17B-16E,meta-llama/Llama-4-Scout-17B-16E,Llama-4,Meta,Meta AI,United States of America,2025-04-05 00:00:00,Epoch publication date,True,moe,True,108641793536.0,17000000000.0,17000000000.0,HF safetensors (float tensors),,,,,,40000000000000.0,card: ~40T tokens,True,,Llama 4 Scout,30000000000000.0,40000000000000.0,0.12493873660829993,Likely,2352.9411764705883,4.08e+24,False,False,False,False,True,True,5928.0,423007.0,162876.0,7684966.0,1,168804.0,8107973.0,269.0,True,False,B,MoE 17B active / 109B total; multimodal tokens
Llama-4-Maverick-17B-128E,meta-llama/Llama-4-Maverick-17B-128E,Llama-4,Meta,Meta AI,United States of America,2025-04-05 00:00:00,Epoch publication date,True,moe,True,401583781376.0,17000000000.0,17000000000.0,HF safetensors (float tensors),,,,,,22000000000000.0,card: ~22T tokens,True,,Llama 4 Maverick,30000000000000.0,22000000000009.805,-0.13469857389745624,Likely,1294.1176470588234,2.244e+24,False,True,False,False,True,True,177.0,80714.0,62877.0,2416569.0,2,63054.0,2497283.0,99.0,True,False,B,MoE 17B active / 400B total; codistilled from Behemoth (Meta blog)
Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,Qwen2.5,Alibaba,,,2024-09-15 12:15:39,HF upload date,True,dense,False,494032768.0,494032768.0,494032768.0,HF safetensors (float tensors),,,136134656.0,True,357898112.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,,,,,,36434.83016899802,5.3355538944e+22,False,False,False,False,False,True,1645044.0,30013406.0,8667077.0,69823286.0,1,10312121.0,99836692.0,457.0,True,False,B,
Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B,Qwen2.5,Alibaba,Alibaba,China,2024-09-19 00:00:00,Epoch publication date,True,dense,False,1543714304.0,1543714304.0,1543714304.0,HF safetensors (float tensors),,,233373696.0,True,1310340608.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-1.5B,,17956690514671.812,,Confident,11660.188645890788,1.66721144832e+23,False,False,False,False,False,True,843490.0,14927670.0,7919735.0,219758868.0,1,8763225.0,234686538.0,224.0,True,True,B,
Qwen2.5-3B,Qwen/Qwen2.5-3B,Qwen2.5,Alibaba,Alibaba,China,2024-09-19 00:00:00,Epoch publication date,True,dense,False,3085938688.0,3085938688.0,3085938688.0,HF safetensors (float tensors),,,311164928.0,True,2774773760.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-3B,,18023689263913.203,,Confident,5832.9091468974775,3.33281378304e+23,False,False,False,False,False,True,350521.0,7278731.0,4402323.0,120431102.0,1,4752844.0,127709833.0,205.0,True,True,B,
Qwen2.5-7B,Qwen/Qwen2.5-7B,Qwen2.5,Alibaba,Alibaba,China,2024-09-19 00:00:00,Epoch publication date,True,dense,False,7615616512.0,7615616512.0,7615616512.0,HF safetensors (float tensors),,,1089994752.0,False,6525621760.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-7B,,17986725012237.59,,Confident,2363.564390569986,8.22486583296e+23,False,False,False,False,False,True,710489.0,21275042.0,9680640.0,183405706.0,1,10391129.0,204680748.0,319.0,True,True,B,
Qwen2.5-14B,Qwen/Qwen2.5-14B,Qwen2.5,Alibaba,Alibaba,China,2024-09-19 00:00:00,Epoch publication date,True,dense,False,14770033664.0,14770033664.0,14770033664.0,HF safetensors (float tensors),,,1557135360.0,False,13212898304.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-14B,,17914651111793.273,,Confident,1218.6837491015756,1.595163635712e+24,False,False,False,False,False,True,78209.0,4030704.0,2058971.0,48852061.0,1,2137180.0,52882765.0,157.0,True,True,B,
Qwen2.5-32B,Qwen/Qwen2.5-32B,Qwen2.5,Alibaba,Alibaba,China,2024-09-17 00:00:00,Epoch publication date,True,dense,False,32763876352.0,32763876352.0,32763876352.0,HF safetensors (float tensors),,,1557135360.0,False,31206740992.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-32B,18000000000000.0,17855030147075.07,0.0,Confident,549.3855429869253,3.538498646016e+24,False,False,False,False,False,True,41221.0,4293544.0,2080099.0,31125420.0,1,2121320.0,35418964.0,184.0,True,True,B,
Qwen2.5-72B,Qwen/Qwen2.5-72B,Qwen2.5,Alibaba,Alibaba,China,2024-09-19 00:00:00,Epoch publication date,True,dense,False,72706203648.0,72706203648.0,72706203648.0,HF safetensors (float tensors),,,2491416576.0,False,70214787072.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,,,Qwen2.5-72B,18000000000000.0,17880179885251.926,0.0,Confident,247.57172148810363,7.852269993984e+24,False,False,False,False,False,True,50337.0,752991.0,326043.0,8814209.0,1,376380.0,9567200.0,104.0,True,True,B,
Qwen3-0.6B-Base,Qwen/Qwen3-0.6B-Base,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,596049920.0,596049920.0,596049920.0,HF safetensors (float tensors),,,155582464.0,True,440467456.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-0.6B,,36238575453545.91,,Confident,60397.62575590984,1.2874678272e+23,False,False,False,False,False,True,719631.0,7627729.0,26662555.0,223560088.0,1,27382186.0,231187817.0,195.0,True,False,B,
Qwen3-1.7B-Base,Qwen/Qwen3-1.7B-Base,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,1720574976.0,1720574976.0,1720574976.0,HF safetensors (float tensors),,,311164928.0,True,1409410048.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-1.7B,,35569504876955.734,,Confident,20923.23816291514,3.71644194816e+23,False,False,False,False,False,True,1544532.0,7881770.0,3575445.0,62451125.0,1,5119977.0,70332895.0,79.0,True,True,B,
Qwen3-4B-Base,Qwen/Qwen3-4B-Base,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,4022468096.0,4022468096.0,4022468096.0,HF safetensors (float tensors),,,388956160.0,True,3633511936.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-4B,,35798916626136.99,,Confident,8949.729156534248,8.68853108736e+23,False,False,False,False,False,True,1529748.0,22603255.0,7043606.0,81168187.0,1,8573354.0,103771442.0,98.0,True,True,B,
Qwen3-8B-Base,Qwen/Qwen3-8B-Base,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,8190735360.0,8190735360.0,8190735360.0,HF safetensors (float tensors),,,1244659712.0,False,6946075648.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-8B,,36040720036155.58,,Confident,4395.209760506778,1.76919883776e+24,False,False,False,False,False,True,473878.0,12479113.0,12674178.0,125087968.0,1,13148056.0,137567081.0,127.0,True,True,B,
Qwen3-14B-Base,Qwen/Qwen3-14B-Base,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,14768307200.0,14768307200.0,14768307200.0,HF safetensors (float tensors),,,1555824640.0,False,13212482560.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-14B,,36077256031077.14,,Confident,2437.6524345322396,3.1899543552e+24,False,False,False,False,False,True,409500.0,2337511.0,2171200.0,28557306.0,1,2580700.0,30894817.0,58.0,True,True,B,
Qwen3-32B,Qwen/Qwen3-32B,Qwen3,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,dense,False,32762123264.0,32762123264.0,32762123264.0,HF safetensors (float tensors),,,1555824640.0,False,31206298624.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,,,Qwen3-32B,,36041620089302.89,,Confident,1098.8298807714295,7.076618625024e+24,False,False,False,False,False,False,5004209.0,57843266.0,0.0,0.0,0,5004209.0,57843266.0,749.0,True,True,B,
Qwen3-30B-A3B-Base,Qwen/Qwen3-30B-A3B-Base,Qwen3-MoE,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,moe,True,30532122624.0,3300000000.0,3300000000.0,HF safetensors (float tensors),,,622329856.0,False,,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,True,,Qwen3-30B-A3B,,32727272727272.73,,Likely,10909.09090909091,7.128e+23,False,False,False,False,False,True,80262.0,1268663.0,2591319.0,42608937.0,3,2671581.0,43877600.0,79.0,True,True,B,MoE 3.3B active / 30.5B total
Qwen3-235B-A22B,Qwen/Qwen3-235B-A22B,Qwen3-MoE,Alibaba,Alibaba,China,2025-04-29 00:00:00,Epoch publication date,True,moe,True,235093634560.0,22000000000.0,22000000000.0,HF safetensors (float tensors),,,1244659712.0,False,,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,,,Qwen3-235B-A22B,36000000000000.0,36000000000000.0,0.0,Likely,1636.3636363636363,4.752e+24,False,False,False,False,False,False,366005.0,7027917.0,219100.0,2423109.0,2,585105.0,9451026.0,1111.0,True,True,B,MoE 22B active / 235B total
gemma-3-270m,google/gemma-3-270m,Gemma-3,Google,Google DeepMind,United States of America,2025-08-14 00:00:00,Epoch publication date,True,dense,False,268098176.0,268098176.0,268098176.0,HF safetensors (float tensors),,,167772160.0,True,100326016.0,6000000000000.0,"Gemma 3 card: 27B 14T, 12B 12T, 4B 4T, 1B 2T, 270M 6T; distillation for all sizes (Gemma 3 report)",True,,Gemma 3 270M,6000000000000.0,6042562557381.965,0.0,Confident,22379.861323636906,9.651534336e+21,False,True,False,False,False,True,99214.0,17216443.0,73826.0,3095198.0,1,173040.0,20311641.0,1102.0,True,True,B,
gemma-3-1b-pt,google/gemma-3-1b-pt,Gemma-3,Google,,,2025-03-12 00:00:00,release date (developer announcement),True,dense,False,999885952.0,999885952.0,999885952.0,HF safetensors (float tensors),,,301989888.0,True,697896064.0,2000000000000.0,"Gemma 3 card: 27B 14T, 12B 12T, 4B 4T, 1B 2T, 270M 6T; distillation for all sizes (Gemma 3 report)",True,,,,,,,2000.2281220168597,1.1998631424e+22,False,True,False,False,False,True,71851.0,1361939.0,3248591.0,51982563.0,1,3320442.0,53344502.0,204.0,True,False,B,
gemma-3-4b-pt,google/gemma-3-4b-pt,Gemma-3,Google,,,2025-03-12 00:00:00,release date (developer announcement),True,dense,False,3883079472.0,3883079472.0,3883079472.0,HF safetensors (float tensors),,,671252480.0,True,3211826992.0,4000000000000.0,"Gemma 3 card: 27B 14T, 12B 12T, 4B 4T, 1B 2T, 270M 6T; distillation for all sizes (Gemma 3 report)",True,,,,,,,1030.1102588404608,9.3193907328e+22,False,True,False,False,True,True,109660.0,2368217.0,1705741.0,26394171.0,1,1815401.0,28762388.0,168.0,True,False,B,
