uid,model,dev,year,gen,N,D,M,Cmp,set,dlo,dhi,Mstar_hi_eff,Mstar_lo_eff,binding_upper,binding_lower,tau_break,sign_tau1
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S2(d),-7.842346199829321,8.788582866649104,73827.05703050774,0.004420738582888195,Marin Comma,Marin DCLM,1.0,not identified
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S2(d),-3.1904602795596073,7.402288505529217,3606.1299098209784,0.0905042601452079,Marin Comma,Marin DCLM,1.0,not identified
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S2(d),-4.507148305644881,7.402288505529217,6965.568060433041,0.046854774319090166,Marin Comma,Marin DCLM,1.0,not identified
B:huggyllama/llama-30b,llama-30b,Meta,2023,Llama,32528947456.0,1400000000000.0,43.03858899503889,2.732431586304e+23,S2(d),-6.3390707884602975,8.07523297877164,24371.456725794716,0.01339149001833868,Marin Comma,Marin DCLM,1.0,not identified
B:huggyllama/llama-65b,llama-65b,Meta,2023,Llama,65285665792.0,1400000000000.0,21.444217241505925,5.483995926528e+23,S2(d),-7.732355018833822,8.07523297877164,48913.56478154173,0.006672384663303326,Marin Comma,Marin DCLM,1.0,not identified
B:meta-llama/Meta-Llama-3-70B,Meta-Llama-3-70B,Meta,2024,Llama-3 herd,70553706496.0,15000000000000.0,212.60399694026586,6.34983358464e+24,S2(d),-7.8875584488803385,12.818388907733631,566362.5585348286,0.0005762565243016202,Marin Comma,Marin DCLM,1.0,not identified
B:meta-llama/Meta-Llama-3-8B,Meta-Llama-3-8B,Meta,2024,Llama-3 herd,8030261248.0,15000000000000.0,1867.9342473118006,7.2272351232e+23,S2(d),-3.54124414359476,12.818388907733636,64462.08898150848,0.005062977707245495,Marin Comma,Marin DCLM,1.0,not identified
B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,2024,Llama-3 herd,405853388800.0,15600000000000.0,38.437525546170825,3.798787719168e+25,S2(d),-11.386793986851412,12.8968303340402,3388263.8076737295,9.632370382043185e-05,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen-72B,Qwen-72B,Alibaba,2023,Qwen,72287920128.0,3000000000000.0,41.50070986532617,1.301182562304e+24,S2(d),-7.936124091483442,9.599513082865432,116056.75570616985,0.0028121595980345167,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen-14B,Qwen-14B,Alibaba,2023,Qwen,14167290880.0,3000000000000.0,211.75537549208562,2.5501123584e+23,S2(d),-4.676681717559239,9.599513082865432,22745.29151989727,0.014348909056203956,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen-7B,Qwen-7B,Alibaba,2023,Qwen,7721324544.0,2400000000000.0,310.8274993912754,1.111870734336e+23,S2(d),-3.462781865494252,9.153225980237018,9917.141063063636,0.03290969820842998,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,2024,Qwen2,72706203648.0,7000000000000.0,96.27789168981808,3.053660553216e+24,S2(d),-7.947663446857742,11.294108803639842,272366.0361745295,0.0011982775975295178,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,2024,Qwen2,7615616512.0,7000000000000.0,919.1639296661056,3.19855893504e+23,S2(d),-3.435211907301108,11.29410880363984,28528.999979712044,0.011439942504397137,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,2024,Qwen2,1543714304.0,7000000000000.0,4534.517806735306,6.4836000768e+22,S2(d),-0.24319281716449836,11.294108803639839,5782.93632276545,0.056436747918361986,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,2024,Qwen2,494032768.0,12000000000000.0,24289.886779332013,3.5570359296e+22,S2(d),2.0354968432797182,12.372101805105213,3172.6374290528565,0.1028702859290437,Marin Comma,Marin DCLM,7.656055040169968,w>1
B:01-ai/Yi-6B,Yi-6B,01.AI,2023,Yi,6061035520.0,3000000000000.0,494.9649263893441,1.0909863936e+23,S2(d),-2.978571347482932,9.599513082865432,9730.866753746788,0.0335396761393518,Marin Comma,Marin DCLM,1.0,not identified
B:01-ai/Yi-34B,Yi-34B,01.AI,2023,Yi,34388917248.0,3000000000000.0,87.23740786501426,6.19000510464e+23,S2(d),-6.450278699635278,9.599513082865435,55210.693031199124,0.005911357049827723,Marin Comma,Marin DCLM,1.0,not identified
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S2(d),-3.6637888468939135,10.985807443985326,27414.139023222848,0.011905174888016038,Marin Comma,Marin DCLM,1.0,not identified
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S2(d),-1.2123233315090598,9.599513082865432,4023.6078078637734,0.08111380011689816,Marin Comma,Marin DCLM,1.0,not identified
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S2(d),-5.983237702681062,12.532187220452286,189421.22126562038,0.0017229860376530494,Marin Comma,Marin DCLM,1.0,not identified
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S2(d),-9.75541184274544,9.90781444251995,336256.3784951741,0.0009705990439093997,Marin Comma,Marin DCLM,1.0,not identified
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S2(d),-6.842323039124061,7.402288505529215,22388.927529501023,0.014577300276925172,Marin Comma,Marin DCLM,1.0,not identified
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S2(d),-3.3277413151772617,8.213218721745545,5793.524197253513,0.05633360772542775,Marin Comma,Marin DCLM,1.0,not identified
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S2(d),-1.4337569824744065,8.075232978771641,2112.5421326059172,0.15671245373145984,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S2(d),-0.07368667408453344,3.60804853575745,113.8502105087526,2.8666624156198846,Marin Comma,Marin DCLM,1.0,not identified
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S2(d),-6.1772047840651485,7.499868833868078,16857.532112654833,0.01936049222951499,Marin Comma,Marin DCLM,1.0,not identified
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S2(d),-3.2666303188514636,7.402288505529214,3746.118247256627,0.08712221503281749,Marin Comma,Marin DCLM,1.0,not identified
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S2(d),-7.784195259522771,8.788582866649108,71711.40644748413,0.004551160486788957,Marin Comma,Marin DCLM,1.0,not identified
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S2(d),-3.2666303188514654,8.788582866649106,7492.236494513268,0.04356110751640866,Marin Comma,Marin DCLM,1.0,not identified
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S2(d),-1.957967303519153,6.956001402900792,1557.7541099318814,0.20951324563677437,Marin Comma,Marin DCLM,1.0,not identified
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S2(d),-3.234782272398493,7.592908865137864,4055.6311644763855,0.08047332369238999,Marin Comma,Marin DCLM,1.0,not identified
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S2(d),-0.369701435480291,8.788582866649106,1760.1568223182912,0.18542104620314043,Marin Comma,Marin DCLM,1.0,not identified
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S2(d),-3.500763008069434,6.956001402900798,3369.0909597353675,0.09687186347188693,Marin Comma,Marin DCLM,1.0,not identified
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(d),3.1468854194247315,7.6028157500838205,191.73682685670187,2.2259714067708587,Chinchilla Chinchilla,Chinchilla Chinchilla,23.26349559713299,w>1
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(d),2.022710558858426,6.380637257997233,219.38417776036192,2.8091943390411735,DeepSeek LLM law (anchor at 3e20),Marin DCLM,7.558785724650348,w>1
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(d),-0.5141913877520903,7.402288505529214,977.1583503494069,0.3563538161046182,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(d),-1.644201492095311,6.468671028830778,1081.96676650569,0.3242187693937927,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(d),-0.6646541221010738,7.402288505529217,1061.498865563593,0.333035757396216,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(d),1.852450920286011,10.174877227768999,1221.6127494222299,0.29685866852982706,DeepSeek LLM law (anchor at 3e20),Marin DCLM,6.37542605065086,w>1
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(d),-2.1282268252911978,10.985807443985326,12721.301759310485,0.025655402697840193,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(d),0.29683851673496964,9.599513082865432,1894.5950466871368,0.17274924840173592,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.3455979903457789,w>1
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(d),-3.2343993550307717,9.234869969277522,9215.578984088957,0.03541504229298491,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(d),-3.2343993550307726,8.837968091829847,7556.774766952953,0.04318907596705472,Marin Comma,Marin DCLM,1.0,not identified
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(d),0.3030328680131138,8.7885828666491,1342.86330997209,0.2772070478316929,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.3539589656519897,w>1
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(d),2.0354968432797165,13.183032021321546,4758.956143579294,0.0685801906193622,Marin Comma,Marin DCLM,7.656055040169954,w>1
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(d),-0.24319281716450014,13.183032021321544,14870.407687111187,0.02194762419047404,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(d),-1.6285217926480033,13.183032021321544,29726.463160367977,0.010979110354136498,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(d),-3.4352119073011105,13.183032021321544,73360.28566211689,0.004448866529487771,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(d),-4.760010772251466,13.183032021321543,142277.89531192704,0.0022938919553197345,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(d),-6.353463176236945,13.183032021321544,315610.3415650813,0.0010340919687783835,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(d),-7.947663446857737,13.18303202132154,700369.8073059294,0.0004659968434837034,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(d),1.6600516933292884,14.569326382441435,11483.349333880406,0.028421160933677494,Marin Comma,Marin DCLM,5.259582722761298,w>1
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(d),-0.46012706741192666,14.569326382441432,33148.169040171706,0.009845796281548183,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(d),-2.1586013576748204,14.569326382441432,77495.8686862277,0.004211451849095202,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(d),-3.5808173835010475,14.569326382441435,157800.66783709414,0.002068242954540482,Marin Comma,Marin DCLM,1.0,not identified
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S2(d),-4.759776979296081,14.569326382441437,284522.5289983451,0.0011470800594414483,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S2(d),-0.1655274220388554,10.19972226776611,3218.4040579378143,0.10140744095537023,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S2(d),-3.350179871307753,10.199722267766106,15819.001232716171,0.020631525004301092,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S2(d),-4.611965019450071,10.680281934880503,37802.84010179216,0.008633481468509563,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S2(d),-6.320870981855738,11.035192669166069,106090.50845298324,0.003076336650987894,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S2(d),-3.3500137485620325,10.995782527007403,23550.778927438216,0.013858145434655238,Marin Comma,Marin DCLM,1.0,not identified
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S2(d),-6.3208239655173335,10.847821701011423,96600.46847749178,0.0033785562805205,Marin Comma,Marin DCLM,1.0,not identified
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S2(d),3.6760044497748323,8.788582866649104,376.5223892567869,2.2668678919073564,DeepSeek LLM law (anchor at 3e20),Marin DCLM,39.488300958619405,w>1
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S2(d),2.0227105588584235,10.174877227768997,1462.5611850690832,0.4213791508561752,DeepSeek LLM law (anchor at 3e20),Marin DCLM,7.5587857246503285,w>1
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S2(d),-0.514191387752085,12.198079051125957,10748.741853843418,0.03239580146405613,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S2(d),-1.6214839679202129,12.234116062131315,18431.49290796827,0.017707199362823008,Marin Comma,Marin DCLM,1.0,not identified
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S2(d),-3.3927275881811765,12.680403164759731,55858.74727306599,0.005842775490119562,Marin Comma,Marin DCLM,1.0,not identified
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S2(d),-4.189208713275542,10.811784690006064,32679.81010539898,0.009986903792379565,Marin Comma,Marin DCLM,1.0,not identified
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S2(d),-1.3799267552208132,12.372101805105219,18825.674299735478,0.02005951470480111,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S2(d),-3.577115702809494,12.372101805105213,52533.503464899215,0.0062198399651531115,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S2(d),-3.5469833921864877,12.818388907733631,64647.336626661214,0.005048469689643094,Marin Comma,Marin DCLM,1.0,not identified
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S2(d),-7.888866470642063,12.818388907733638,566733.0869622293,0.0005758797694788623,Marin Comma,Marin DCLM,1.0,not identified
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S2(d),-3.54124414359476,12.485492492458308,54577.90200434385,0.0059798949298175115,Marin Comma,Marin DCLM,1.0,not identified
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S2(d),-3.481445614156579,10.374567897708431,18435.303845449424,0.01770353893876364,Marin Comma,Marin DCLM,1.0,not identified
B:stabilityai/stablelm-3b-4e1t,stablelm-3b-4e1t,Stability AI,2023,StableLM-3B-4E1T,2795443200.0,4000000000000.0,1430.9001163035614,6.70906368e+22,S2(d),-1.4464785883202156,10.174877227768993,6078.6479009257655,0.054540144585098635,DeepSeek LLM law (anchor at 3e20),Marin DCLM,1.0,not identified
B:meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,Meta,2023,Llama-2,6738417664.0,2000000000000.0,296.80558548411165,8.0861011968e+22,S2(d) PI-1 anchors,-3.157674450231828,9.03375076525625,6979.634150152761,0.03541310126338712,DeepSeek LLM published law,"Marin, Nemotron-CC",1.0,not identified
B:meta-llama/Llama-2-13b-hf,Llama-2-13b-hf,Meta,2023,Llama-2,13015866880.0,2000000000000.0,153.6586090222828,1.5619040256e+23,S2(d) PI-1 anchors,-4.444291087002859,9.03375076525625,13082.417133700032,0.018333643797241148,DeepSeek LLM published law,"Marin, Nemotron-CC",1.0,not identified
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S2(d) PI-1 anchors,-7.717863725434194,9.033750765256253,65185.87578820528,0.003459551248606512,DeepSeek LLM published law,"Marin, Nemotron-CC",1.0,not identified
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S2(d) PI-1 anchors,-3.157674450231826,7.647456404136366,3489.8170750763743,0.07082620252677381,DeepSeek LLM published law,"Marin, Nemotron-CC",1.0,not identified
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S2(d) PI-1 anchors,-4.444291087002857,7.647456404136366,6541.208566850005,0.036667287594482074,DeepSeek LLM published law,"Marin, Nemotron-CC",1.0,not identified
